id,age,sex,bmi,children,smoker,region,costs,phone,recordnum,opted_out
1251,19,male,19.8,0,no,EMEA,1241.57,481624156,9567382,0
1252,20,male,27.3,0,yes,EMEA,16232.85,887226317,6125222,0
1253,40,female,29.3,4,no,EMEA,15828.82,214857971,7195585,0
1254,34,female,27.7,0,no,EMEA,4415.16,537453421,4291899,0
1255,42,female,37.9,0,no,EMEA,6474.01,461467431,7593583,0
1256,51,female,36.4,3,no,NA,11436.74,837559433,5559735,0
1257,54,female,27.6,1,no,NA,11305.93,326777963,8415398,0
1258,55,male,37.7,3,no,NA,30063.58,621283727,4239222,0
1259,52,female,23.2,0,no,NA,10197.77,262193734,9849698,0
1260,32,female,20.5,0,no,NA,4544.23,881488594,4682924,0
1261,28,male,37.1,1,no,EMEA,3277.16,149173551,3621143,0
1262,41,female,28.1,1,no,EMEA,6770.19,597231666,5919991,0
1263,43,female,29.9,1,no,EMEA,7337.75,521271895,1684826,0
1264,49,female,33.3,2,no,NA,10370.91,944382898,9192218,0
1265,64,male,23.8,0,yes,EMEA,26926.51,229764327,7854696,0
1266,55,female,30.5,0,no,EMEA,10704.47,536419471,2646445,0
1267,24,male,31.1,0,yes,NA,34254.05,256655391,3929188,0
1268,20,female,33.3,0,no,EMEA,1880.49,431889227,2584336,0
1269,45,male,27.5,3,no,EMEA,8615.30,422619723,3764334,0
1270,26,male,33.9,1,no,NA,3292.53,641294396,1894645,0
1271,25,female,34.5,0,no,NA,3021.81,891636219,1897337,0
1272,43,male,25.5,5,no,EMEA,14478.33,781555446,8822279,0
1273,35,male,27.6,1,no,EMEA,4747.05,572189551,1497941,0
1274,26,male,27.1,0,yes,EMEA,17043.34,444866638,5872879,0
1275,57,male,23.7,0,no,EMEA,10959.33,845338652,4374741,1
1276,22,female,30.4,0,no,NA,2741.95,374751289,6588552,0
1277,32,female,29.7,0,no,NA,4357.04,832943979,7375788,1
1278,39,male,29.9,1,yes,NA,22462.04,496783355,9439499,0
1279,25,female,26.8,2,no,NA,4189.11,475763774,8255556,0
1280,48,female,33.3,0,no,EMEA,8283.68,361746799,7222868,0
1281,47,female,27.6,2,yes,NA,24535.70,582853123,7896181,0
1282,18,female,21.7,0,yes,NA,14283.46,532495386,5171897,0
1283,18,male,30.0,1,no,EMEA,1720.35,586463413,8197574,0
1284,61,male,36.3,1,yes,EMEA,47403.88,859795841,4761383,0
1285,47,female,24.3,0,no,NA,8534.67,636278175,5675933,0
1286,28,female,17.3,0,no,NA,3732.63,772447839,5771121,0
1287,36,female,25.9,1,no,EMEA,5472.45,568441421,3311918,0
1288,20,male,39.4,2,yes,EMEA,38344.57,594332648,2895492,0
1289,44,male,34.3,1,no,EMEA,7147.47,257784484,4174342,0
1290,38,female,20.0,2,no,NA,7133.90,298423489,5355886,0
1291,19,male,34.9,0,yes,EMEA,34828.65,696885647,5723215,0
1292,21,male,23.2,0,no,EMEA,1515.34,984884214,6296366,0
1293,46,male,25.7,3,no,NA,9301.89,972723552,1936219,0
1294,58,male,25.2,0,no,NA,11931.13,341291442,4657188,0
1295,20,male,22.0,1,no,EMEA,1964.78,889217283,3473594,0
1296,18,male,26.1,0,no,NA,1708.93,319431239,3851618,0
1297,28,female,26.5,2,no,EMEA,4340.44,259777453,5698818,0
1298,33,male,27.5,2,no,NA,5261.47,645616738,2647433,0
1299,19,female,25.7,1,no,NA,2710.83,367574198,4469663,0
1300,45,male,30.4,0,yes,EMEA,62592.87,486737558,6796992,0
1301,62,male,30.9,3,yes,NA,46718.16,329455582,2986468,0
1302,25,female,20.8,1,no,EMEA,3208.79,365718147,5735263,0
1303,43,male,27.8,0,yes,EMEA,37829.72,318391635,6768823,0
1304,42,male,24.6,2,yes,NA,21259.38,248722131,6883381,0
1305,24,female,27.7,0,no,EMEA,2464.62,384371427,9512119,0
1306,29,female,21.9,0,yes,NA,16115.30,881745791,1711654,0
1307,32,male,28.1,4,yes,NA,21472.48,747391892,2376345,0
1308,25,female,30.2,0,yes,EMEA,33900.65,633145569,2846784,0
1309,41,male,32.2,2,no,EMEA,6875.96,899197233,7182246,0
1310,42,male,26.3,1,no,NA,6940.91,498669873,5719693,0
1311,33,female,26.7,0,no,NA,4571.41,759714161,6681783,0
1312,34,male,42.9,1,no,EMEA,4536.26,714511311,4676643,0
1313,19,female,34.7,2,yes,EMEA,36397.58,914198514,7693234,0
1314,30,female,23.7,3,yes,NA,18765.88,949357473,4764955,0
1315,18,male,28.3,1,no,NA,11272.33,596952263,8414897,0
1316,19,female,20.6,0,no,EMEA,1731.68,186449462,4477766,0
1317,18,male,53.1,0,no,EMEA,1163.46,841286356,8463227,0
1318,35,male,39.7,4,no,NA,19496.72,431976326,6845881,0
1319,39,female,26.3,2,no,NA,7201.70,779163446,6749653,0
1320,31,male,31.1,3,no,NA,5425.02,811699417,2879221,0
1321,62,male,26.7,0,yes,NA,28101.33,282947754,8339461,0
1322,62,male,38.8,0,no,EMEA,12981.35,616431556,1586166,0
1323,42,female,40.4,2,yes,EMEA,43896.38,599636979,5325131,0
1324,31,male,25.9,1,no,NA,4239.89,394617596,5718313,0
1325,61,male,33.5,0,no,NA,13143.34,569352365,5384255,0
1326,42,female,32.9,0,no,NA,7050.02,132899421,2934632,0
1327,51,male,30.0,1,no,EMEA,9377.90,992473462,7792635,0
1328,23,female,24.2,2,no,NA,22395.74,288642198,5722431,0
1329,52,male,38.6,2,no,EMEA,10325.21,927157484,3393973,0
1330,57,female,25.7,2,no,EMEA,12629.17,965742842,3739924,1
1331,23,female,33.4,0,no,EMEA,10795.94,199747971,3387736,1
1332,52,female,44.7,3,no,EMEA,11411.69,926569317,3694494,0
1333,50,male,31.0,3,no,NA,10600.55,929658169,1347234,0
1334,18,female,31.9,0,no,NA,2205.98,625443742,8433516,0
1335,18,female,36.9,0,no,EMEA,1629.83,154978534,3795878,0
1336,21,female,25.8,0,no,EMEA,2007.95,788767947,2598139,1
1337,61,female,29.1,0,yes,NA,29141.36,678696122,2817211,0
